id,name,count,child_count,children
9567,"medial accessory inferior olivary nucleus, right",181.019569819,0,1
9568,"principal inferior olivary nucleus, right",181.019569819,0,1
9569,"inferior salivatory nucleus",45.2548924549,0,3
9570,"inferior salivatory nucleus, left",90.5097849097,0,1
9571,"inferior salivatory nucleus, right",90.5097849097,0,1
9572,"intercalated nucleus",45.2548924549,0,3
9573,"intercalated nucleus, left",90.5097849097,0,1
9574,"intercalated nucleus, right",90.5097849097,0,1
9575,"interfascicular hypoglossal nucleus",45.2548924549,0,3
9576,"interfascicular hypoglossal nucleus, left",90.5097849097,0,1
9577,"interfascicular hypoglossal nucleus, right",90.5097849097,0,1
9578,"interpositus nucleus",129.254892455,84,3
9579,"interpositus nucleus, left",96.9021023325,0,1
9580,"interpositus nucleus, right",96.9021023325,0,1
9581,"lateral pericuneate nucleus",45.2548924549,0,3
9582,"lateral pericuneate nucleus, left",90.5097849097,0,1
9583,"lateral pericuneate nucleus, right",90.5097849097,0,1
9584,"medial pericuneate nucleus",45.2548924549,0,3
9585,"medial pericuneate nucleus, left",90.5097849097,0,1
9586,"medial pericuneate nucleus, right",90.5097849097,0,1
9587,"medullary reticular formation",45.2548924549,0,39
9588,"central medullary reticular group",90.5097849097,0,11
9589,"central medullary reticular group, left",181.019569819,0,5
9590,"central reticular nucleus of the medulla, left",362.039139639,0,1
9591,"medial reticular nucleus of the medulla, left",362.039139639,0,1
9592,"ventral reticular nucleus of the medulla, left",362.039139639,0,1
9593,"central medullary reticular group, right",181.019569819,0,5
9594,"central reticular nucleus of the medulla, right",362.039139639,0,1
9595,"medial reticular nucleus of the medulla, right",362.039139639,0,1
9596,"ventral reticular nucleus of the medulla, right",362.039139639,0,1
9597,"gigantocellular group",90.5097849097,0,13
9598,"gigantocellular group, left",181.019569819,0,6
9599,"paragigantocellular nucleus, alpha part, left",362.039139639,0,1
9600,"dorsal paragigantocellular nucleus, left",362.039139639,0,1
9601,"lateral paragigantocellular nucleus, left",362.039139639,0,1
9602,"gigantocellular nucleus, left",362.039139639,0,1
9603,"gigantocellular nucleus, ventral part, left",362.039139639,0,1
9604,"gigantocellular group, right",181.019569819,0,6
9605,"paragigantocellular nucleus, alpha part, right",362.039139639,0,1
9606,"dorsal paragigantocellular nucleus, right",362.039139639,0,1
9607,"lateral paragigantocellular nucleus, right",362.039139639,0,1
9608,"gigantocellular nucleus, right",362.039139639,0,1
9609,"gigantocellular nucleus, ventral part, right",362.039139639,0,1
9611,"intermediate zone, left",362.039139639,0,1
9612,"intermediate zone, right",362.039139639,0,1
9613,"lateral medullary reticular group",90.5097849097,0,11
9614,"lateral medullary reticular group, left",181.019569819,0,5
9615,"epiolivary nucleus, left",362.039139639,0,1
9616,"lateral reticular nucleus, left",362.039139639,0,1
9617,"subtrigeminal division, left",362.039139639,0,1
9618,"parvocellular division, left",362.039139639,0,1
9619,"lateral medullary reticular group, right",181.019569819,0,5
9620,"epiolivary nucleus, right",362.039139639,0,1
9621,"lateral reticular nucleus, right",362.039139639,0,1
9622,"subtrigeminal division, right",362.039139639,0,1
9623,"parvocellular division, right",362.039139639,0,1
9624,"parvicellular reticular nucleus",90.5097849097,0,3
9625,"parvicellular reticular nucleus, left",181.019569819,0,1
9626,"parvicellular reticular nucleus, right",181.019569819,0,1
9627,"nucleus of Roller",45.2548924549,0,3
9628,"nucleus of Roller, left",90.5097849097,0,1
9629,"nucleus of Roller, right",90.5097849097,0,1
9630,"paratrigeminal nucleus",45.2548924549,0,3
9631,"paratrigeminal nucleus, left",90.5097849097,0,1
9632,"paratrigeminal nucleus, right",90.5097849097,0,1
9633,"peritrigeminal nucleus",45.2548924549,0,3
9634,"peritrigeminal nucleus, left",90.5097849097,0,1
9635,"peritrigeminal nucleus, right",90.5097849097,0,1
9636,"pontobulbar nucleus",45.2548924549,0,3
9637,"pontobulbar nucleus, left",90.5097849097,0,1
9638,"pontobulbar nucleus, right",90.5097849097,0,1
9639,"prepositus nucleus",45.2548924549,0,3
9640,"prepositus nucleus, left",90.5097849097,0,1
9641,"prepositus nucleus, right",90.5097849097,0,1
9642,"raphe nuclei of medulla",45.2548924549,75,11
9643,"nucleus raphe magnus",171.7386036,75,3
9644,"nucleus raphe magnus, left",199.706025891,0,1
9645,"nucleus raphe magnus, right",199.706025891,0,1
9646,"nucleus raphe obscurus",96.7386036002,0,3
9647,"nucleus raphe obscurus, left",193.4772072,0,1
9648,"nucleus raphe obscurus, right",193.4772072,0,1
9649,"nucleus raphe pallidus",96.7386036002,0,1
9650,"retroambiguus nucleus",45.2548924549,0,3
9651,"retroambiguus nucleus, left",90.5097849097,0,1
9652,"retroambiguus nucleus, right",90.5097849097,0,1
9653,"solitary nucleus",45.2548924549,0,23
9654,"solitary nucleus, left",90.5097849097,0,11
9655,"solitary nucleus, left, commissural subnucleus",181.019569819,0,1
9656,"solitary nucleus, left, dorsal subnucleus",181.019569819,0,1
9657,"solitary nucleus, left, dorsolateral subnucleus",181.019569819,0,1
9658,"solitary nucleus, left, gelantinosus subnucleus",181.019569819,0,1
9659,"solitary nucleus, left, interstitial subnucleus",181.019569819,0,1
9660,"solitary nucleus, left, intermediate subnucleus",181.019569819,0,1
9661,"solitary nucleus, left, meidal subnucleus",181.019569819,0,1
9662,"solitary nucleus, left, paracommissural part",181.019569819,0,1
9663,"solitary nucleus, left, ventral subnucleus",181.019569819,0,1
9664,"ventrolateral subnucleus of solitary tract, left",181.019569819,0,1
9665,"solitary nucleus, right",90.5097849097,0,11
9666,"solitary nucleus, right, commissural subnucleus",181.019569819,0,1
9667,"solitary nucleus, right, dorsal subnucleus",181.019569819,0,1
9668,"solitary nucleus, right, dorsolateral subnucleus",181.019569819,0,1
9669,"solitary nucleus, right, gelantinosus subnucleus",181.019569819,0,1
9670,"solitary nucleus, right, interstitial subnucleus",181.019569819,0,1
9671,"solitary nucleus, right, intermediate subnucleus",181.019569819,0,1
9672,"solitary nucleus, right, meidal subnucleus",181.019569819,0,1
9673,"solitary nucleus, right, paracommissural part",181.019569819,0,1
9674,"solitary nucleus, right, ventral subnucleus",181.019569819,0,1
9675,"ventrolateral subnucleus of solitary tract, right",181.019569819,0,1
9676,"spinal trigeminal nucleus",45.2548924549,0,15
9677,"spinal trigeminal nucleus, left",90.5097849097,0,7
9678,"interpolar part of spinal trigeminal nucleus, left",181.019569819,0,1
9679,"oral part of spinal trigeminal nucleus, left",181.019569819,0,1
9680,"caudal spinal trigeminal nucleus, left",181.019569819,0,4
9681,"caudal spinal trigeminal nucleus, left, gelatenous part",362.039139639,0,1
9682,"caudal spinal trigeminal nucleus, left, magnocellular part",362.039139639,0,1
9683,"caudal spinal trigeminal nucleus, left, zonal part",362.039139639,0,1
9684,"spinal trigeminal nucleus, right",90.5097849097,0,7
9685,"interpolar part of spinal trigeminal nucleus, right",181.019569819,0,1
9686,"oral part of spinal trigeminal nucleus, right",181.019569819,0,1
9687,"caudal spinal trigeminal nucleus, right",181.019569819,0,4
9688,"caudal spinal trigeminal nucleus, right, gelatenous part",362.039139639,0,1
9689,"caudal spinal trigeminal nucleus, right, magnocellular part",362.039139639,0,1
9690,"caudal spinal trigeminal nucleus, right, zonal part",362.039139639,0,1
9691,"suprageniculate nucleus of the medulla",45.2548924549,0,3
9692,"suprageniculate nucleus of the medulla, left",90.5097849097,0,1
9693,"suprageniculate nucleus of the medulla, right",90.5097849097,0,1
9694,"supraspinal nucleus",45.2548924549,0,3
9695,"supraspinal nucleus, left",90.5097849097,0,1
9696,"supraspinal nucleus, right",90.5097849097,0,1
9697,"vestibular nuclei",204.254892455,159,11
9698,"vestibular nuclei, left",97.822667865,0,5
9699,"lateral vestibular nucleus, left",195.64533573,0,1
9700,"medial vestibular nucleus, left",195.64533573,0,1
9701,"superior vestibular nucleus, left",195.64533573,0,1
9702,"spinal vestibular nucleus, left",195.64533573,0,1
9703,"vestibular nuclei, right",97.822667865,0,5
9704,"lateral vestibular nucleus, right",195.64533573,0,1
9705,"medial vestibular nucleus, right",195.64533573,0,1
9706,"superior vestibular nucleus, right",195.64533573,0,1
9707,"spinal vestibular nucleus, right",195.64533573,0,1
9708,"choroid plexus of the lateral ventricle",73.5360929055,0,1
9709,"choroid plexus of the third ventricle",67.0125309494,0,1
9710,"choroid plexus of the fourth ventricle",67.0125309494,0,1
265504406,"olfactory area",252.857159341,0,3
265504410,"olfactory area, left",505.714318682,0,1
265504414,"olfactory area, right",505.714318682,0,1
265504424,"indusium griseum",520.598768062,0,3
265504428,"indusium griseum, left",1041.19753612,0,1
265504432,"indusium griseum, right",1041.19753612,0,1
265504436,"prosubiculum, left",2098.42868882,0,1
265504440,"subiculum proper, left",2098.42868882,0,1
265504444,"prosubiculum, right",2098.42868882,0,1
265504448,"subiculum proper, right",2098.42868882,0,1
265504452,"amygdalohippocampal area, left, magnocellular division",2039.30460291,0,1
265504456,"amygdalohippocampal area, left, parvocellular division",2039.30460291,0,1
265504460,"amygdalohippocampal area, left, marginal layer",2039.30460291,0,1
265504464,"amygdalohippocampal area, right, magnocellular division",2039.30460291,0,1
265504468,"amygdalohippocampal area, right, parvocellular division",2039.30460291,0,1
265504472,"amygdalohippocampal area, right, marginal layer",2039.30460291,0,1
265504476,"anterior amygdaloid area",254.913075364,0,7
265504480,"anterior amygdaloid area, left",509.826150728,0,3
265504484,"anterior amygdaloid area, left, dorsal division",1019.65230146,0,1
265504488,"anterior amygdaloid area, left, ventral division",1019.65230146,0,1
265504492,"anterior amygdaloid area, right",509.826150728,0,3
265504496,"anterior amygdaloid area, right, dorsal division",1019.65230146,0,1
265504500,"anterior amygdaloid area, right, ventral division",1019.65230146,0,1
265504504,"basolateral nucleus, left, dorsolateral division",2039.30460291,0,1
265504508,"basolateral nucleus, left, ventrolateral division",2039.30460291,0,1
265504512,"basolateral nucleus, left, ventromedial divison",2039.30460291,0,1
265504516,"basolateral nucleus, right, dorsolateral division",2039.30460291,0,1
265504520,"basolateral nucleus, right, ventrolateral division",2039.30460291,0,1
265504524,"basolateral nucleus, right, ventromedial divison",2039.30460291,0,1
265504528,"basomedial nucleus, left, dorsal division",1019.65230146,0,4
265504534,"basomedial nucleus, left, dorsolateral division",2039.30460291,0,1
265504538,"basomedial nucleus, left, medial division",2039.30460291,0,1
265504542,"basomedial nucleus, left, ventral division",1019.65230146,0,3
265504550,"basomedial nucleus, right, dorsal division",1019.65230146,0,4
265504556,"basomedial nucleus, right, dorsolateral division",2039.30460291,0,1
265504561,"basomedial nucleus, right, medial division",2039.30460291,0,1
265504565,"basomedial nucleus, right, ventral division",1019.65230146,0,3
265504574,"central nucleus, medial division, left, dorsal part",2073.53828577,0,1
265504578,"central nucleus, medial division, left, ventral part",2073.53828577,0,1
265504583,"central nucleus, lateral division, left, apical part",2073.53828577,0,1
265504587,"central nucleus, lateral division, left, capsular part",2073.53828577,0,1
265504591,"central nucleus, lateral division, left, paracapsular part",2073.53828577,0,1
265504596,"central nucleus, lateral division, left, central part",2073.53828577,0,1
265504600,"central nucleus, medial division, right, dorsal part",2073.53828577,0,1
265504604,"central nucleus, medial division, right, ventral part",2073.53828577,0,1
265504608,"central nucleus, lateral division, right, apical part",2073.53828577,0,1
265504612,"central nucleus, lateral division, right, capsular part",2073.53828577,0,1
265504616,"central nucleus, lateral division, right, paracapsular part",2073.53828577,0,1
265504620,"central nucleus, lateral division, right, central part",2073.53828577,0,1
265504624,"anterior cortical nucleus, left, dorsal division",2039.30460291,0,1
265504628,"anterior cortical nucleus, left, ventral division",2039.30460291,0,1
265504632,"anterior cortical nucleus, left, marginal layer",2039.30460291,0,1
265504636,"medial nucleus, left, anterior division",2039.30460291,0,1
265504640,"medial nucleus, left, posterior division",2039.30460291,0,3
265504644,"medial nucleus, left, posterior division, dorsal part",4078.60920583,0,1
265504648,"medial nucleus, left, posterior division, ventral part",4078.60920583,0,1
265504652,"medial nucleus, left, marginal layer",2039.30460291,0,1
265504656,"posterior cortical nucleus, left, dorsal division",2039.30460291,0,1
265504660,"posterior cortical nucleus, left, ventral division",2039.30460291,0,1
265504664,"posterior cortical nucleus, left, marginal layer",2039.30460291,0,1
265504668,"anterior cortical nucleus, right, dorsal division",2039.30460291,0,1
10142,"piriform cortex",726.552206229,472,3
10143,"piriform cortex, left",517.987055508,0,1
10144,"piriform cortex, right",517.987055508,0,1
10145,"olfactory tubercle, left",1020.18646833,0,2
10146,"olfactory tubercle, right",1020.18646833,0,2
10147,"central gray of the pons",227.996566216,0,3
265504676,"anterior cortical nucleus, right, marginal layer",2039.30460291,0,1
10149,"central gray of the pons, right",455.993132433,0,1
10150,"middle temporal sulcus",83.2102986151,0,1
10151,"lateral tuberal nucleus, left",438.932879272,0,1
10152,"lateral tuberal nucleus, right",438.932879272,0,1
265504684,"medial nucleus, right, posterior division",2039.30460291,0,3
265504688,"medial nucleus, right, posterior division, dorsal part",4078.60920583,0,1
265504692,"medial nucleus, right, posterior division, ventral part",4078.60920583,0,1
265504696,"medial nucleus, right, marginal layer",2039.30460291,0,1
265504700,"posterior cortical nucleus, right, dorsal division",2039.30460291,0,1
265504704,"posterior cortical nucleus, right, ventral division",2039.30460291,0,1
265504708,"posterior cortical nucleus, right, marginal layer",2039.30460291,0,1
265504712,"lateral nucleus, left, dorsal division",1033.58387003,0,5
265504716,"lateral nucleus, left, dorsal anterior division",2067.16774005,0,1
265504722,"lateral nucleus, left, dorsal lateral division",2067.16774005,0,2
265504726,"lateral nucleus, left, dorsal lateral division, comb-like part",4134.3354801,0,1
265504730,"lateral nucleus, left, intermediate division",1033.58387003,0,1
265504734,"lateral nucleus, left, ventral division",1033.58387003,0,4
265504740,"lateral nucleus, left, ventral medial division",2067.16774005,0,1
265504744,"lateral nucleus, left, glomerular division",2067.16774005,0,1
265504748,"lateral nucleus, right, dorsal division",1033.58387003,0,5
265504752,"lateral nucleus, right, dorsal anterior division",2067.16774005,0,1
265504758,"lateral nucleus, right, dorsal lateral division",2067.16774005,0,2
265504762,"lateral nucleus, right, dorsal lateral division, comb-like part",4134.3354801,0,1
265504766,"lateral nucleus, right, intermediate division",1033.58387003,0,1
265504770,"lateral nucleus, right, ventral division",1033.58387003,0,4
265504776,"lateral nucleus, right, ventral medial division",2067.16774005,0,1
265504780,"lateral nucleus, right, glomerular division",2067.16774005,0,1
265504784,"paralmainar nucleus, left, glomerular part",1019.65230146,0,1
265504788,"paralmainar nucleus, right, glomerular part",1019.65230146,0,1
265504792,"islands of calleja, left",2040.37293666,0,1
265504796,"islands of calleja, right",2040.37293666,0,1
265504804,"medial mammillary nucleus, left, basal division",1755.73151709,0,1
265504808,"medial mammillary nucleus, right, basal division",1755.73151709,0,1
265504812,"ventral posterior lateral nucleus of the thalamus, left, anterior division",3608.49544598,0,1
265504816,"ventral posterior lateral nucleus of the thalamus, left, posterior division",3608.49544598,0,1
265504820,"ventral posterior lateral nucleus of the thalamus, right, anterior division",3608.49544598,0,1
265504824,"ventral posterior lateral nucleus of the thalamus, right, posterior division",3608.49544598,0,1
265504828,"dorsal nucelus of medial geniculate complex, left",902.123861495,0,3
265504836,"dorsal nucelus of medial geniculate complex, right",902.123861495,0,3
265504844,"mediodorsal nucleus of thalamus, left, multiform (lateral) division",1804.24772299,0,1
265504848,"mediodorsal nucleus of thalamus, right, multiform (lateral) division",1804.24772299,0,1
265504852,"isthmic reticular formation",110.302576286,0,3
265504856,"isthmic reticular formation, left",220.605152572,0,1
265504860,"isthmic reticular formation, right",220.605152572,0,1
265504864,"dorsomedial tegmental area",227.996566216,0,3
265504868,"dorsomedial tegmental area, left",455.993132433,0,1
265504872,"dorsomedial tegmental area, right",455.993132433,0,1
265504876,"dorsal tegmental nucleus",227.996566216,0,3
265504880,"dorsal tegmental nucleus, left",455.993132433,0,1
265504884,"dorsal tegmental nucleus, right",455.993132433,0,1
265504888,"intermediate nucleus of lateral lemniscus",227.996566216,0,3
265504892,"intermediate nucleus of lateral lemniscus, left",455.993132433,0,1
265504896,"intermediate nucleus of lateral lemniscus, right",455.993132433,0,1
265504906,"superior paraolivary nucleus, left",926.405171597,0,1
265504910,"superior paraolivary nucleus, right",926.405171597,0,1
265504914,"central gray of the medulla",45.2548924549,0,3
265504918,"central gray of the medulla, left",90.5097849097,0,1
265504922,"central gray of the medulla, right",90.5097849097,0,1
265504926,"external (accessory/lateral) cuneate nucleus",45.2548924549,0,3
265504930,"external (accessory/lateral) cuneate nucleus, left",90.5097849097,0,1
265504934,"external (accessory/lateral) cuneate nucleus, right",90.5097849097,0,1
265504938,"beta inferior olivary nucleus, left",181.019569819,0,1
265504942,"beta inferior olivary nucleus, right",181.019569819,0,1
265504950,"nucleus pararaphales",96.7386036002,0,3
265504954,"nucleus pararaphales, left",193.4772072,0,1
265504958,"nucleus pararaphales, right",193.4772072,0,1
265504962,"radiations of corpus callosum",189.369776952,0,1
265504966,"tapetum of corpus callosum",189.369776952,0,1
265504970,"supramamillary commissure",89.8821487172,0,1
265504974,"acoustic radiation",90.3428055546,0,3
265504978,"acoustic radiation, left",180.685611109,0,1
265504982,"acoustic radiation, right",180.685611109,0,1
265504986,"amygdalotegmental tract",90.3428055546,0,3
265504990,"amygdalotegmental tract, left",180.685611109,0,1
265504994,"amygdalotegmental tract, right",180.685611109,0,1
265504998,"angular bundle",90.3428055546,0,3
265505002,"angular bundle, left",180.685611109,0,1
265505006,"angular bundle, right",180.685611109,0,1
265505010,"ansa peduncularis",90.3428055546,0,3
265505014,"ansa peduncularis, left",180.685611109,0,1
265505018,"ansa peduncularis, right",180.685611109,0,1
265505022,"bundle X",90.3428055546,0,3
265505026,"bundle X, left",180.685611109,0,1
265505030,"bundle X, right",180.685611109,0,1
265505034,"comb fibers",90.3428055546,0,3
265505038,"comb fibers, left",180.685611109,0,1
265505042,"comb fibers, right",180.685611109,0,1
265505046,"corona radiata",90.3428055546,0,3
265505050,"corona radiata, left",180.685611109,0,1
265505054,"corona radiata, right",180.685611109,0,1
265505058,"corticobulbar tract",90.3428055546,0,7
265505062,"corticobulbar tract, supracapsular part",180.685611109,0,3
265505066,"corticobulbar tract, supracapsular part, left",361.371222218,0,1
265505070,"corticobulbar tract, supracapsular part, right",361.371222218,0,1
265505074,"corticobulbar tract, infracapsular part",180.685611109,0,3
265505078,"corticobulbar tract, infracapsular part, left",361.371222218,0,1
265505082,"corticobulbar tract, infracapsular part, right",361.371222218,0,1
265505086,"external medullary lamina of globus pallidus",90.3428055546,0,3
265505090,"external medullary lamina of globus pallidus, left",180.685611109,0,1
265505094,"external medullary lamina of globus pallidus, right",180.685611109,0,1
265505098,"external medullary lamina of thalamus",90.3428055546,0,3
265505102,"external medullary lamina of thalamus, left",180.685611109,0,1
265505106,"external medullary lamina of thalamus, right",180.685611109,0,1
265505110,"inferior thalamic peduncle",90.3428055546,0,3
265505114,"inferior thalamic peduncle, left",180.685611109,0,1
265505118,"inferior thalamic peduncle, right",180.685611109,0,1
265505122,"internal medullary lamina of globus pallidus",90.3428055546,0,3
265505126,"internal medullary lamina of globus pallidus, left",180.685611109,0,1
265505130,"internal medullary lamina of globus pallidus, right",180.685611109,0,1
265505134,"internal medullary lamina of thalamus",90.3428055546,0,3
265505138,"internal medullary lamina of thalamus, left",180.685611109,0,1
265505142,"internal medullary lamina of thalamus, right",180.685611109,0,1
265505146,"lateral longitudinal stria",90.3428055546,0,3
265505150,"lateral longitudinal stria, left",180.685611109,0,1
265505154,"lateral longitudinal stria, right",180.685611109,0,1
265505158,"lenticular fasciculus",90.3428055546,0,3
265505166,"mammillary peduncle",90.3428055546,0,3
265505170,"mammillary peduncle, left",180.685611109,0,1
265505174,"mammillary peduncle, right",180.685611109,0,1
265505178,"mammillotegmental tract",90.3428055546,0,3
265505182,"mammillotegmental tract, left",180.685611109,0,1
265505186,"mammillotegmental tract, right",180.685611109,0,1
265505190,"medial forebrain bundle",90.3428055546,0,3
265505194,"medial forebrain bundle, left",180.685611109,0,1
265505198,"medial forebrain bundle, right",180.685611109,0,1
265505202,"medial longitudinal stria",90.3428055546,0,3
265505206,"medial longitudinal stria, left",180.685611109,0,1
265505210,"medial longitudinal stria, right",180.685611109,0,1
265505214,"Meyer's loop of optic radiation ",90.3428055546,0,3
265505218,"Meyer's loop of optic radiation , left",180.685611109,0,1
265505222,"Meyer's loop of optic radiation , right",180.685611109,0,1
265505226,"middle longitudinal fasciculus",90.3428055546,0,3
265505230,"middle longitudinal fasciculus, left",180.685611109,0,1
265505234,"middle longitudinal fasciculus, right",180.685611109,0,1
265505238,"orbito-polar tract",90.3428055546,0,3
265505242,"orbito-polar tract, left",180.685611109,0,1
265505246,"orbito-polar tract, right",180.685611109,0,1
265505250,"perforant path",477.342805555,387,3
265505254,"perforant path, left",189.281800865,0,1
265505258,"perforant path, right",189.281800865,0,1
265505262,"pontine bundle",90.3428055546,0,3
265505266,"pontine bundle, left",180.685611109,0,1
265505270,"pontine bundle, right",180.685611109,0,1
265505274,"rostral thalamic peduncle",90.3428055546,0,3
265505278,"rostral thalamic peduncle, left",180.685611109,0,1
265505282,"rostral thalamic peduncle, right",180.685611109,0,1
265505286,"sagittal stratum",90.3428055546,0,7
265505290,"sagittal stratum, left",180.685611109,0,3
265505294,"external sagittal stratum, left",361.371222218,0,1
265505298,"internal sagittal stratum, left",361.371222218,0,1
265505302,"sagittal stratum, right",180.685611109,0,3
265505306,"external sagittal stratum, right",361.371222218,0,1
265505310,"internal sagittal stratum, right",361.371222218,0,1
265505314,"short association fibers",90.3428055546,0,3
265505318,"short association fibers, left",180.685611109,0,1
265505322,"short association fibers, right",180.685611109,0,1
265505326,"stratum zonale of thalamus",90.3428055546,0,3
265505330,"stratum zonale of thalamus, left",180.685611109,0,1
265505334,"stratum zonale of thalamus, right",180.685611109,0,1
265505338,"subcallosal fasciculus",90.3428055546,0,3
265505342,"subcallosal fasciculus, left",180.685611109,0,1
265505346,"subcallosal fasciculus, right",180.685611109,0,1
265505350,"subthalamic fasciculus",90.3428055546,0,3
265505354,"subthalamic fasciculus, left",180.685611109,0,1
265505358,"subthalamic fasciculus, right",180.685611109,0,1
265505362,"superficial presubicular path",90.3428055546,0,3
265505366,"superficial presubicular path, left",180.685611109,0,1
265505370,"superficial presubicular path, right",180.685611109,0,1
265505374,"thalamic fasciculus",90.3428055546,0,3
265505382,"mesencephalic white matter",14.0401184508,0,22
265505386,"brachium of the inferior colliculus",28.0802369015,0,3
265505390,"brachium of the inferior colliculus, left",56.1604738031,0,1
265505394,"brachium of the inferior colliculus, right",56.1604738031,0,1
265505398,"brachium of the superior colliculus",28.0802369015,0,3
265505402,"brachium of the superior colliculus, left",56.1604738031,0,1
265505406,"brachium of the superior colliculus, right",56.1604738031,0,1
265505410,"central tegmental tract, midbrain portion",28.0802369015,0,3
265505414,"central tegmental tract, midbrain portion, left",56.1604738031,0,1
265505418,"central tegmental tract, midbrain portion, right",56.1604738031,0,1
265505422,"cerebral peduncle (crus cerebri)",28.0802369015,0,3
265505426,"cerebral peduncle (crus cerebri), left",56.1604738031,0,1
265505430,"cerebral peduncle (crus cerebri), right",56.1604738031,0,1
265505434,"commissure of the inferior colliculus",28.0802369015,0,3
265505438,"commissure of the inferior colliculus, left",56.1604738031,0,1
265505442,"commissure of the inferior colliculus, right",56.1604738031,0,1
265505446,"corticobulbar tract, midbrain portion",28.0802369015,0,3
265505450,"corticobulbar tract, midbrain portion, left",56.1604738031,0,1
265505454,"corticobulbar tract, midbrain portion, right",56.1604738031,0,1
265505458,"mesencephalic trigeminal tract",28.0802369015,0,3
265505462,"mesencephalic trigeminal tract, left",56.1604738031,0,1
265505466,"mesencephalic trigeminal tract, right",56.1604738031,0,1
265505470,"ponto-cerebellar tract",56.1604738031,0,3
265505474,"ponto-cerebellar tract, left",112.320947606,0,1
265505478,"ponto-cerebellar tract, right",112.320947606,0,1
265505482,"decussation of the superior cerebellar peduncle",112.320947606,0,1
265505486,"pontine white matter tracts",28.0802369015,0,7
265505490,"cortico-pontine fibers",56.1604738031,0,3
265505494,"cortico-pontine fibers, left",112.320947606,0,1
265505498,"cortico-pontine fibers, right",112.320947606,0,1
265505502,"longitudinal fasciculus of the pons",56.1604738031,0,3
265505506,"longitudinal fasciculus of the pons, left",112.320947606,0,1
265505510,"longitudinal fasciculus of the pons, right",112.320947606,0,1
265505514,"lateral olfactory tract, left",736.827828933,0,1
265505518,"medial olfactory tract, left",736.827828933,0,1
265505522,"lateral olfactory tract, right",736.827828933,0,1
265505526,"medial olfactory tract, right",736.827828933,0,1
265505530,"supraoptic dicussation, left",372.809114386,0,1
265505534,"supraoptic dicussation, right",372.809114386,0,1
265505538,"amiculum of the olive",39.4991436328,0,3
265505542,"amiculum of the olive, left",78.9982872656,0,1
265505546,"amiculum of the olive, right",78.9982872656,0,1
265505550,"cuneate fasciculus",39.4991436328,0,3
265505554,"cuneate fasciculus, left",78.9982872656,0,1
265505558,"cuneate fasciculus, right",78.9982872656,0,1
265505562,"corticobulbar tract, hindbrain portion",39.4991436328,0,3
265505566,"corticobulbar tract, hindbrain portion, left",78.9982872656,0,1
265505570,"corticobulbar tract, hindbrain portion, right",78.9982872656,0,1
265505574,"corticospinal tract",385.499143633,346,3
265505578,"corticospinal tract, left",87.4329154932,0,1
265505582,"corticospinal tract, right",87.4329154932,0,1
265505586,"gracile fasciculus",39.4991436328,0,3
265505590,"gracile fasciculus, left",78.9982872656,0,1
265505594,"gracile fasciculus, right",78.9982872656,0,1
265505598,"hilus of the inferior olive",39.4991436328,0,3
265505602,"hilus of the inferior olive, left",78.9982872656,0,1
265505606,"hilus of the inferior olive, right",78.9982872656,0,1
265505610,"internal arcuate fibers",39.4991436328,0,3
265505614,"internal arcuate fibers, left",78.9982872656,0,1
265505618,"internal arcuate fibers, right",78.9982872656,0,1
265505622,"decussation of medial lemniscus",78.9982872656,0,1
265505626,"solitary tract",327.499143633,288,3
265505630,"solitary tract, left",87.168212267,0,1
265505634,"solitary tract, right",87.168212267,0,1
265505638,"spinal lemniscus in hindbrain",39.4991436328,0,3
265505642,"spinal lemniscus in hindbrain, left",78.9982872656,0,1
265505646,"spinal lemniscus in hindbrain, right",78.9982872656,0,1
265505650,"spinal trigeminal tract",39.4991436328,0,3
265505654,"spinal trigeminal tract, left",78.9982872656,0,1
265505658,"spinal trigeminal tract, right",78.9982872656,0,1
265505662,"tectospinal tract",39.4991436328,0,3
265505666,"tectospinal tract, left",78.9982872656,0,1
265505670,"tectospinal tract, right",78.9982872656,0,1
265505674,"ventral tegmental tract",39.4991436328,0,3
265505678,"ventral tegmental tract, left",78.9982872656,0,1
265505682,"ventral tegmental tract, right",78.9982872656,0,1
265505686,"vestibulomesencephalic tract",39.4991436328,0,3
265505690,"vestibulomesencephalic tract, left",78.9982872656,0,1
265505694,"vestibulomesencephalic tract, right",78.9982872656,0,1
265505698,"myelencephalic spaces",12.6557543101,0,2
265505702,"cerebral aquaduct",25.3115086203,0,1
265505706,"septum pallucidum",73.5360929055,0,1
272788859,"pontine gamma nucleus",227.996566216,0,3
272788863,"pontine gamma nucleus, left",455.993132433,0,1
272788867,"pontine gamma nucleus, right",455.993132433,0,1
265504672,"anterior cortical nucleus, right, ventral division",2039.30460291,0,1
10148,"central gray of the pons, left",455.993132433,0,1
265504680,"medial nucleus, right, anterior division",2039.30460291,0,1
12891,"dentate gyrus",2776.59876806,2256,3
12892,"CA1 field",520.598768062,0,3
12893,"CA2 field",520.598768062,0,3
12894,"CA3 field",520.598768062,0,3
12895,"CA4 field",520.598768062,0,3
12896,"subiculum",779.598768062,259,11
12897,"globus pallidus, external segment",520.494648833,0,3
12898,"globus pallidus, internal segment",520.494648833,0,3
12899,"body of the caudate nucleus",1056.96772587,0,3
12900,"head of the caudate nucleus",1056.96772587,0,3
